10001	Bagels	3.525	18
10001	Burgers	3.525	46
10001	Mexican	3.65	34
10002	Korean	3.675	7
10002	Mexican	3.65	14
10002	Nightclub	3.025	7
10003	Caf??	3.675	43
10003	Mexican	3.675	20
10003	Nightclub	3.025	11
10003	Ramen/Noodles	3.675	11
10004	Bar	3.6	27
10004	Caf??	3.625	26
10004	CoffeeShop	3.4444444444444446	93
10005	Bar	3.675	28
10005	Burgers	3.65	16
10005	Japanese	3.45	11
10005	Mexican	3.325	11
10006	Burgers	3.575	16
10006	Italian	3.475	15
10006	Pizza	3.55	14
10007	Japanese	3.425	10
10007	Mexican	3.625	10
10007	Ramen/Noodles	3.625	8
10009	Diner	3.275	7
10009	Nightclub	3.075	13
10009	Ramen/Noodles	3.65	9
10010	Caf??	3.6	37
10010	Mexican	3.625	21
10010	Pizza	3.5	15
10012	Caf??	3.475	40
10012	Mexican	3.625	17
10012	Nightclub	3.2	13
10013	BBQ	3.6	9
10013	Caf??	3.6	39
10013	Mexican	3.625	12
10014	Bagels	3.65	6
10014	Diner	3.25	5
10014	Nightclub	3.075	10
10014	Vietnamese	3.625	5
10016	Burgers	3.6	24
10016	Caf??	3.6578947368421053	40
10016	Nightclub	2.975	9
10017	Burgers	3.575	23
10017	Caf??	3.625	35
10017	Mexican	3.65	17
10018	Burgers	3.55	28
10018	Caf??	3.65	42
10018	Nightclub	2.75	10
10019	Caf??	3.475	32
10019	JuiceBar	3.5	11
10019	Mexican	3.6	17
10020	Burgers	3.675	25
10020	Caf??	3.375	47
10020	Mexican	3.525	19
10021	Burgers	3.525	24
10021	Caf??	3.4210526315789473	30
10021	Pizza	3.675	19
10022	Burgers	3.475	21
10022	Caf??	3.375	30
10022	Mexican	3.55	18
10023	Caf??	3.5	31
10023	CoffeeShop	3.611111111111111	125
10023	Pizza	3.525	17
10024	American	3.675	25
10024	Burgers	3.675	23
10024	Caf??	3.4	22
10025	American	3.675	26
10025	Burgers	3.65	21
10025	CoffeeShop	3.55	78
10026	Bar	3.65	23
10026	Burgers	3.3	16
10026	Caf??	3.65	17
10027	American	3.55	19
10027	Burgers	3.5	14
10027	CoffeeShop	3.357142857142857	66
10028	Caf??	3.4210526315789473	23
10028	JuiceBar	3.5	6
10028	Nightclub	3.025	8
10029	Caf??	3.525	17
10029	Gastropub	3.6	7
10029	Nightclub	3.236842105263158	6
10030	American	3.575	19
10030	Burgers	3.35	14
10030	Italian	3.625	11
10031	Burgers	3.55	14
10031	Caf??	3.5	10
10031	Pizza	3.4	7
10032	American	3.625	17
10032	Bar	3.55	23
10032	Burgers	3.675	13
10033	American	3.625	20
10033	Bar	3.65	23
10033	CoffeeShop	3.375	71
10034	American	3.675	11
10034	Bar	3.6	13
10034	Burgers	3.35	15
10035	Burgers	3.675	14
10035	Caf??	3.325	15
10035	CoffeeShop	3.625	67
10036	Burgers	3.65	28
10036	Caf??	3.45	37
10036	Mexican	3.6	18
10037	American	3.575	11
10037	Burgers	3.175	14
10037	Italian	3.5	8
10038	CoffeeShop	3.625	90
10038	Japanese	3.5	10
10038	Mexican	3.4	12
10039	Burgers	3.3947368421052633	13
10039	Caf??	3.325	13
10039	Pizza	3.475	9
10040	Bar	3.5	20
10040	Burgers	3.225	13
10040	Chinese	3.575	4
10040	Cocktail	3.575	4
10040	Mediterranean	3.6	4
10044	Burgers	3.625	23
10044	Caf??	3.526315789473684	24
10044	Mexican	3.65	9
10128	Caf??	3.325	23
10128	Chinese	3.475	7
10128	French	3.55	7
10128	Gastropub	3.625	7
10128	Nightclub	3.275	8
10280	American	3.65	28
10280	Caf??	3.625	32
10280	CoffeeShop	3.6538461538461537	102
